(0, 0.0, 0, 'dark_water'),(30, 0.0, 0, 'dark_water'),(60, 0.0, 0, 'dark_water'),(90, 0.0, 0, 'dark_water'),(120, 0.0, 0, 'dark_water'),(150, 0.0, 0, 'dark_water'),
(15.0, 94.6, 0, 'dark_water'),(45.0, 94.6, 49.96579706668854, 'dark_grass'),(75.0, 94.6, 50.04940789192915, 'dark_grass'),(105.0, 94.6, 54.86865081824362, 'dark_grass'),(135.0, 94.6, 46.15881085395813, 'dark_grass'),(165.0, 94.6, 1.279846429824829, 'dark_water'),
(0, 103.19999999999999, 0, 'dark_water'),(30, 103.19999999999999, 31.00415825843811, 'grass'),(60, 103.19999999999999, 54.350999146699905, 'dark_grass'),(90, 103.19999999999999, 52.992155549582094, 'dark_grass'),(120, 103.19999999999999, 57.674536630511284, 'dark_grass'),(150, 103.19999999999999, 25.93895673751831, 'grass'),
(15.0, 111.8, 0, 'dark_water'),(45.0, 111.8, 40.84063947200775, 'dark_grass'),(75.0, 111.8, 54.038484916090965, 'dark_grass'),(105.0, 111.8, 53.658471051603556, 'dark_grass'),(135.0, 111.8, 39.29537057876587, 'grass'),(165.0, 111.8, 0, 'dark_water'),
(0, 120.39999999999999, 0, 'dark_water'),(30, 120.39999999999999, 14.851866960525513, 'water'),(60, 120.39999999999999, 43.788239657878876, 'dark_grass'),(90, 120.39999999999999, 56.295813135802746, 'dark_grass'),(120, 120.39999999999999, 49.42539006471634, 'dark_grass'),(150, 120.39999999999999, 20.093994140625, 'sand'),
(15.0, 129.0, 0, 'dark_water'),(45.0, 129.0, 22.10157573223114, 'sand'),(75.0, 129.0, 53.07904064655304, 'dark_grass'),(105.0, 129.0, 58.799355179071426, 'dark_grass'),(135.0, 129.0, 36.898407340049744, 'grass'),(165.0, 129.0, 0, 'dark_water'),
(0, 137.6, 0, 'dark_water'),(30, 137.6, 0, 'dark_water'),(60, 137.6, 33.686195611953735, 'grass'),(90, 137.6, 56.25357449054718, 'dark_grass'),(120, 137.6, 52.71930634975433, 'dark_grass'),(150, 137.6, 12.520555257797241, 'water'),
(15.0, 146.2, 0, 'dark_water'),(45.0, 146.2, 5.03847599029541, 'dark_water'),(75.0, 146.2, 50.36928355693817, 'dark_grass'),(105.0, 146.2, 61.80942088365555, 'rocky'),(135.0, 146.2, 30.56226074695587, 'grass'),(165.0, 146.2, 0, 'dark_water'),
(0, 154.79999999999998, 0, 'dark_water'),(30, 154.79999999999998, 0, 'dark_water'),(60, 154.79999999999998, 20.18967032432556, 'sand'),(90, 154.79999999999998, 58.73554050922394, 'dark_grass'),(120, 154.79999999999998, 43.52430760860443, 'dark_grass'),(150, 154.79999999999998, 6.993670463562012, 'dark_water'),
(15.0, 163.4, 0, 'dark_water'),(45.0, 163.4, 0, 'dark_water'),(75.0, 163.4, 35.56796193122864, 'grass'),(105.0, 163.4, 50.13154864311218, 'dark_grass'),(135.0, 163.4, 17.441489696502686, 'water'),(165.0, 163.4, 0, 'dark_water'),
(0, 172.0, 0, 'dark_water'),(30, 172.0, 0, 'dark_water'),(60, 172.0, 2.6729249954223633, 'dark_water'),(90, 172.0, 38.23947787284851, 'grass'),(120, 172.0, 30.71963667869568, 'grass'),(150, 172.0, 0, 'dark_water'),
(15.0, 180.6, 0, 'dark_water'),(45.0, 180.6, 0, 'dark_water'),(75.0, 180.6, 14.722509384155273, 'water'),(105.0, 180.6, 23.342649936676025, 'sand'),(135.0, 180.6, 0, 'dark_water'),(165.0, 180.6, 0, 'dark_water'),
(0, 189.2, 0, 'dark_water'),(30, 189.2, 0, 'dark_water'),(60, 189.2, 0, 'dark_water'),(90, 189.2, 3.341245651245117, 'dark_water'),(120, 189.2, 0, 'dark_water'),(150, 189.2, 0, 'dark_water'),
(15.0, 197.79999999999998, 0, 'dark_water'),(45.0, 197.79999999999998, 0, 'dark_water'),(75.0, 197.79999999999998, 0, 'dark_water'),(105.0, 197.79999999999998, 0, 'dark_water'),(135.0, 197.79999999999998, 0, 'dark_water'),(165.0, 197.79999999999998, 0, 'dark_water'),
