(150.5, 0)
(150.5, 0)
(150.5, 0)
(150.5, 0)
(180.6, 0)
(180.6, 0)
(180.6, 0)
(180.6, 0)
(180.6, 0)
(180.6, 0)
(180.6, 21.61070466041565)
(180.6, 0)
(180.6, 3.0843687057495117)
(180.6, 14.358404874801636)
(180.6, 5.129613876342773)
(180.6, 0)
(180.6, 0)
(180.6, 0)
(180.6, 0)
(180.6, 0)
(180.6, 0)
(210.7, 0)
(210.7, 0)
(210.7, 0)
(210.7, 0)
(210.7, 0)
(210.7, 22.312685251235962)
(210.7, 2.07366943359375)
(210.7, 3.4706103801727295)
(210.7, 44.92867112159729)
(210.7, 22.36840009689331)
(210.7, 13.873211145401001)
(210.7, 3.9176523685455322)
(210.7, 0)
(210.7, 0)
(210.7, 0)
(210.7, 0)
(210.7, 0)
(240.79999999999998, 0)
(240.79999999999998, 0)
(240.79999999999998, 0)
(240.79999999999998, 0)
(240.79999999999998, 0)
(240.79999999999998, 19.474661350250244)
(240.79999999999998, 22.411930561065674)
(240.79999999999998, 0)
(240.79999999999998, 12.537496089935303)
(240.79999999999998, 22.07135796546936)
(240.79999999999998, 25.813350677490234)
(240.79999999999998, 0)
(240.79999999999998, 0)
(240.79999999999998, 0)
(240.79999999999998, 0)
(240.79999999999998, 0)
(240.79999999999998, 0)
(270.9, 0)
(270.9, 0)
(270.9, 0)
(270.9, 0)
(270.9, 23.790825605392456)
(270.9, 24.639641046524048)
(270.9, 8.326839208602905)
(270.9, 14.400903582572937)
(270.9, 14.748714566230774)
(270.9, 24.439208507537842)
(270.9, 0)
(270.9, 16.70650362968445)
(270.9, 0)
(270.9, 0)
(270.9, 0)
(270.9, 0)
(270.9, 0)
(301.0, 0)
(301.0, 0)
(301.0, 0)
(301.0, 0)
(301.0, 17.08799958229065)
(301.0, 36.43046021461487)
(301.0, 13.306463956832886)
(301.0, 22.51649022102356)
(301.0, 3.658829927444458)
(301.0, 10.47938883304596)
(301.0, 33.35251271724701)
(301.0, 4.154773950576782)
(301.0, 0)
(301.0, 0)
(301.0, 0)
(301.0, 0)
(301.0, 0)
(331.09999999999997, 0)
(331.09999999999997, 0)
(331.09999999999997, 0)
(331.09999999999997, 0)
(331.09999999999997, 30.181485414505005)
(331.09999999999997, 32.73700475692749)
(331.09999999999997, 23.274829387664795)
(331.09999999999997, 33.71045172214508)
(331.09999999999997, 27.310765385627747)
(331.09999999999997, 39.87985968589783)
(331.09999999999997, 6.627094745635986)
(331.09999999999997, 32.731908559799194)
(331.09999999999997, 0)
(331.09999999999997, 0)
(331.09999999999997, 0)
(331.09999999999997, 0)
(331.09999999999997, 0)
(361.2, 0)
(361.2, 0)
(361.2, 0)
(361.2, 0)
(361.2, 0)
(361.2, 29.858229160308838)
(361.2, 24.97862935066223)
(361.2, 28.8692843914032)
(361.2, 31.684577465057373)
(361.2, 38.87546181678772)
(361.2, 25.61361014842987)
(361.2, 8.014059662818909)
(361.2, 28.03501009941101)
(361.2, 17.753480672836304)
(361.2, 0)
(361.2, 0)
(361.2, 0)
(391.29999999999995, 0)
(391.29999999999995, 0)
(391.29999999999995, 0)
(391.29999999999995, 0)
(391.29999999999995, 25.520321130752563)
(391.29999999999995, 19.50240969657898)
(391.29999999999995, 19.168649911880493)
(391.29999999999995, 32.14937835931778)
(391.29999999999995, 50.874585807323456)
(391.29999999999995, 18.190916776657104)
(391.29999999999995, 18.529863953590393)
(391.29999999999995, 37.51482546329498)
(391.29999999999995, 2.658226490020752)
(391.29999999999995, 19.91439700126648)
(391.29999999999995, 0)
(391.29999999999995, 0)
(391.29999999999995, 0)
(421.4, 0)
(421.4, 0)
(421.4, 0)
(421.4, 0)
(421.4, 0)
(421.4, 32.05268204212189)
(421.4, 22.072121500968933)
(421.4, 24.497135281562805)
(421.4, 38.434515595436096)
(421.4, 34.69133287668228)
(421.4, 14.090849161148071)
(421.4, 32.699793577194214)
(421.4, 22.496867179870605)
(421.4, 14.72558856010437)
(421.4, 0)
(421.4, 0)
(421.4, 0)
(451.49999999999994, 0)
(451.49999999999994, 0)
(451.49999999999994, 0)
(451.49999999999994, 1.869199275970459)
(451.49999999999994, 33.40832591056824)
(451.49999999999994, 36.85620188713074)
(451.49999999999994, 44.01754081249237)
(451.49999999999994, 37.27013558149338)
(451.49999999999994, 37.734745144844055)
(451.49999999999994, 51.159057319164276)
(451.49999999999994, 21.732981204986572)
(451.49999999999994, 56.905585527420044)
(451.49999999999994, 13.0104660987854)
(451.49999999999994, 19.925483465194702)
(451.49999999999994, 0)
(451.49999999999994, 0)
(451.49999999999994, 0)
(481.59999999999997, 0)
(481.59999999999997, 0)
(481.59999999999997, 22.5454580783844)
(481.59999999999997, 0)
(481.59999999999997, 41.51573181152344)
(481.59999999999997, 38.91548037528992)
(481.59999999999997, 68.58410865068436)
(481.59999999999997, 65.0737801194191)
(481.59999999999997, 41.91693305969238)
(481.59999999999997, 53.502400517463684)
(481.59999999999997, 45.278136134147644)
(481.59999999999997, 32.120293378829956)
(481.59999999999997, 29.003888368606567)
(481.59999999999997, 6.143374443054199)
(481.59999999999997, 0)
(481.59999999999997, 0)
(481.59999999999997, 0)
(511.7, 0)
(511.7, 0)
(511.7, 0.05418062210083008)
(511.7, 27.371063232421875)
(511.7, 41.48734152317047)
(511.7, 50.06248086690903)
(511.7, 57.18402475118637)
(511.7, 44.247524589300156)
(511.7, 28.512413799762726)
(511.7, 49.32281121611595)
(511.7, 19.2618727684021)
(511.7, 62.017014026641846)
(511.7, 37.641339898109436)
(511.7, 7.510950565338135)
(511.7, 0)
(511.7, 0)
(511.7, 0)
(541.8, 0)
(541.8, 0)
(541.8, 11.009373664855957)
(541.8, 0)
(541.8, 42.60338008403778)
(541.8, 54.380594193935394)
(541.8, 57.76907533407211)
(541.8, 34.31508153676987)
(541.8, 44.67797130346298)
(541.8, 46.628336012363434)
(541.8, 51.36028379201889)
(541.8, 38.90001744031906)
(541.8, 28.214312195777893)
(541.8, 17.765307426452637)
(541.8, 2.041325569152832)
(541.8, 0)
(541.8, 0)
(571.9, 0)
(571.9, 8.324446678161621)
(571.9, 22.942124605178833)
(571.9, 22.014164328575134)
(571.9, 47.49906241893768)
(571.9, 44.829775393009186)
(571.9, 27.686913907527924)
(571.9, 61.49723567068577)
(571.9, 51.00529007613659)
(571.9, 34.01491954922676)
(571.9, 61.97573572397232)
(571.9, 32.77230978012085)
(571.9, 6.705590486526489)
(571.9, 18.553647994995117)
(571.9, 2.7507269382476807)
(571.9, 0)
(571.9, 0)
(602.0, 0)
(602.0, 0)
(602.0, 11.592131853103638)
(602.0, 23.1194007396698)
(602.0, 35.81489861011505)
(602.0, 57.243371307849884)
(602.0, 36.91715866327286)
(602.0, 25.02924509346485)
(602.0, 65.01308172941208)
(602.0, 53.688446804881096)
(602.0, 38.92066732048988)
(602.0, 32.59260714054108)
(602.0, 13.590373992919922)
(602.0, 12.845823168754578)
(602.0, 24.673011302947998)
(602.0, 10.524859428405762)
(602.0, 0)
(632.0999999999999, 0)
(632.0999999999999, 11.201409101486206)
(632.0999999999999, 10.181665420532227)
(632.0999999999999, 25.140241384506226)
(632.0999999999999, 60.29008537530899)
(632.0999999999999, 43.71215969324112)
(632.0999999999999, 37.29221776127815)
(632.0999999999999, 58.78262601792812)
(632.0999999999999, 54.65511929243803)
(632.0999999999999, 36.70522280037403)
(632.0999999999999, 53.94631192088127)
(632.0999999999999, 24.563802480697632)
(632.0999999999999, 19.53133463859558)
(632.0999999999999, 16.585242748260498)
(632.0999999999999, 17.19162940979004)
(632.0999999999999, 0)
(632.0999999999999, 0)
(662.1999999999999, 0)
(662.1999999999999, 0)
(662.1999999999999, 0)
(662.1999999999999, 22.562638521194458)
(662.1999999999999, 50.45623183250427)
(662.1999999999999, 67.9337015748024)
(662.1999999999999, 40.950877368450165)
(662.1999999999999, 39.56028454005718)
(662.1999999999999, 37.151347026228905)
(662.1999999999999, 44.392205849289894)
(662.1999999999999, 43.58869895339012)
(662.1999999999999, 57.95323044061661)
(662.1999999999999, 36.23724818229675)
(662.1999999999999, 35.4831200838089)
(662.1999999999999, 22.261029481887817)
(662.1999999999999, 19.480082988739014)
(662.1999999999999, 0)
(692.3, 0)
(692.3, 0)
(692.3, 3.210521936416626)
(692.3, 57.96892583370209)
(692.3, 70.08601695299149)
(692.3, 27.372280061244965)
(692.3, 32.151900976896286)
(692.3, 39.203636571764946)
(692.3, 51.27219155430794)
(692.3, 57.32881363481283)
(692.3, 35.336081832647324)
(692.3, 79.70843106508255)
(692.3, 39.03792679309845)
(692.3, 59.35525953769684)
(692.3, 18.318779468536377)
(692.3, 1.1635208129882812)
(692.3, 0)
(722.4, 0)
(722.4, 0)
(722.4, 0)
(722.4, 18.117849826812744)
(722.4, 67.9306098818779)
(722.4, 67.81885877251625)
(722.4, 35.4614744335413)
(722.4, 37.17059813439846)
(722.4, 42.12183871306479)
(722.4, 47.88587965071201)
(722.4, 45.621066838502884)
(722.4, 40.38216546177864)
(722.4, 48.50134760141373)
(722.4, 57.595635652542114)
(722.4, 25.037308931350708)
(722.4, 16.674256324768066)
(722.4, 0)
(752.5, 0)
(752.5, 0)
(752.5, 30.917222499847412)
(752.5, 54.44893777370453)
(752.5, 65.16356080770493)
(752.5, 52.46706962585449)
(752.5, 32.17897117137909)
(752.5, 48.06289868429303)
(752.5, 61.13304879516363)
(752.5, 53.644828889518976)
(752.5, 50.577993616461754)
(752.5, 54.34585690498352)
(752.5, 48.52057725191116)
(752.5, 15.523572564125061)
(752.5, 16.994683742523193)
(752.5, 0)
(752.5, 0)
(782.5999999999999, 0)
(782.5999999999999, 0)
(782.5999999999999, 36.40167832374573)
(782.5999999999999, 40.65783619880676)
(782.5999999999999, 56.509546637535095)
(782.5999999999999, 77.56325080990791)
(782.5999999999999, 36.95914685726166)
(782.5999999999999, 40.11864122003317)
(782.5999999999999, 79.61523690959439)
(782.5999999999999, 60.088921934366226)
(782.5999999999999, 43.22767172008753)
(782.5999999999999, 61.660508662462234)
(782.5999999999999, 31.322137713432312)
(782.5999999999999, 24.5015287399292)
(782.5999999999999, 0)
(782.5999999999999, 0)
(782.5999999999999, 0)
(812.6999999999999, 0)
(812.6999999999999, 8.740085363388062)
(812.6999999999999, 41.337236166000366)
(812.6999999999999, 42.00846254825592)
(812.6999999999999, 67.36593961715698)
(812.6999999999999, 48.98453705012798)
(812.6999999999999, 26.29763698205352)
(812.6999999999999, 70.35156739410013)
(812.6999999999999, 88.43616170051973)
(812.6999999999999, 32.55184474401176)
(812.6999999999999, 69.15611386299133)
(812.6999999999999, 33.85756865143776)
(812.6999999999999, 32.184505462646484)
(812.6999999999999, 7.403011322021484)
(812.6999999999999, 0)
(812.6999999999999, 0)
(812.6999999999999, 0)
(842.8, 0)
(842.8, 0)
(842.8, 21.317667961120605)
(842.8, 42.80077278614044)
(842.8, 41.30932241678238)
(842.8, 53.51528987288475)
(842.8, 41.24258290976286)
(842.8, 39.962931694462895)
(842.8, 53.34464720210235)
(842.8, 36.62332888226956)
(842.8, 51.98976047337055)
(842.8, 63.26000243425369)
(842.8, 45.789882838726044)
(842.8, 16.254141926765442)
(842.8, 5.5406999588012695)
(842.8, 0)
(842.8, 0)
(872.9, 0)
(872.9, 0)
(872.9, 19.00800347328186)
(872.9, 49.67195212841034)
(872.9, 38.98584723472595)
(872.9, 61.11533224582672)
(872.9, 34.01486713439226)
(872.9, 43.51597440429032)
(872.9, 40.59977827506373)
(872.9, 30.37381550297141)
(872.9, 34.507350996136665)
(872.9, 59.76713329553604)
(872.9, 57.72884666919708)
(872.9, 0.2861452102661133)
(872.9, 17.774770259857178)
(872.9, 1.6563892364501953)
(872.9, 0)
(902.9999999999999, 0)
(902.9999999999999, 0)
(902.9999999999999, 10.539257526397705)
(902.9999999999999, 15.729390978813171)
(902.9999999999999, 44.61807668209076)
(902.9999999999999, 39.1167126595974)
(902.9999999999999, 49.79316785931587)
(902.9999999999999, 37.18895218335092)
(902.9999999999999, 44.16419629182201)
(902.9999999999999, 45.52954043727368)
(902.9999999999999, 43.871547393500805)
(902.9999999999999, 48.64187702536583)
(902.9999999999999, 73.28706443309784)
(902.9999999999999, 33.74877691268921)
(902.9999999999999, 29.264960289001465)
(902.9999999999999, 9.865107536315918)
(902.9999999999999, 8.53381633758545)
(933.0999999999999, 0)
(933.0999999999999, 8.822110891342163)
(933.0999999999999, 33.22273850440979)
(933.0999999999999, 48.133265376091)
(933.0999999999999, 49.57708239555359)
(933.0999999999999, 54.248611852526665)
(933.0999999999999, 48.780594393610954)
(933.0999999999999, 41.40067968517542)
(933.0999999999999, 36.41109863296151)
(933.0999999999999, 16.67761841788888)
(933.0999999999999, 18.533927276730537)
(933.0999999999999, 60.66556513309479)
(933.0999999999999, 72.87394791841507)
(933.0999999999999, 18.196694254875183)
(933.0999999999999, 34.87277626991272)
(933.0999999999999, 12.588722705841064)
(933.0999999999999, 0)
(963.1999999999999, 0)
(963.1999999999999, 0)
(963.1999999999999, 20.03727078437805)
(963.1999999999999, 21.87291920185089)
(963.1999999999999, 66.68081223964691)
(963.1999999999999, 49.391428381204605)
(963.1999999999999, 50.27482509613037)
(963.1999999999999, 60.28059225529432)
(963.1999999999999, 68.07635222095996)
(963.1999999999999, 21.69738695025444)
(963.1999999999999, 27.93527226895094)
(963.1999999999999, 62.77932643890381)
(963.1999999999999, 77.53600895404816)
(963.1999999999999, 33.5158896446228)
(963.1999999999999, 50.18852233886719)
(963.1999999999999, 3.9013946056365967)
(963.1999999999999, 0)
(993.3, 5.471105575561523)
(993.3, 0)
(993.3, 16.484659910202026)
(993.3, 64.30948555469513)
(993.3, 50.545407235622406)
(993.3, 53.941982835531235)
(993.3, 61.525064036250114)
(993.3, 58.81069600582123)
(993.3, 48.35147467441857)
(993.3, 44.73463498055935)
(993.3, 38.826168179512024)
(993.3, 74.11984384059906)
(993.3, 68.7080866098404)
(993.3, 8.18638265132904)
(993.3, 46.05194449424744)
(993.3, 0)
(993.3, 0)
(1023.4, 0)
(1023.4, 14.738287925720215)
(1023.4, 2.6184189319610596)
(1023.4, 22.362449169158936)
(1023.4, 67.80769765377045)
(1023.4, 43.92120346426964)
(1023.4, 50.879211723804474)
(1023.4, 55.99794141948223)
(1023.4, 65.18497293815017)
(1023.4, 36.49327788501978)
(1023.4, 40.0453432649374)
(1023.4, 35.459661930799484)
(1023.4, 64.82929587364197)
(1023.4, 23.07723820209503)
(1023.4, 29.044010639190674)
(1023.4, 29.592597484588623)
(1023.4, 0)
(1053.5, 0.7076311111450195)
(1053.5, 0.9626948833465576)
(1053.5, 33.66948366165161)
(1053.5, 35.322988629341125)
(1053.5, 51.34343862533569)
(1053.5, 33.67343232035637)
(1053.5, 40.477188751101494)
(1053.5, 69.63222160935402)
(1053.5, 26.902987249195576)
(1053.5, 66.93154357373714)
(1053.5, 44.17838707566261)
(1053.5, 61.58920615911484)
(1053.5, 53.30115079879761)
(1053.5, 12.985119223594666)
(1053.5, 10.606505870819092)
(1053.5, 5.348610877990723)
(1053.5, 0)
(1083.6, 0)
(1083.6, 0)
(1083.6, 13.33056092262268)
(1083.6, 59.67375576496124)
(1083.6, 23.399677276611328)
(1083.6, 55.93391239643097)
(1083.6, 33.426601588726044)
(1083.6, 58.921344950795174)
(1083.6, 69.81662303209305)
(1083.6, 42.80337497591972)
(1083.6, 43.48475217819214)
(1083.6, 37.647074460983276)
(1083.6, 60.465896129608154)
(1083.6, 24.69999611377716)
(1083.6, 0)
(1083.6, 9.09783124923706)
(1083.6, 0)
(1113.6999999999998, 0)
(1113.6999999999998, 0)
(1113.6999999999998, 32.59033799171448)
(1113.6999999999998, 17.916911244392395)
(1113.6999999999998, 55.27805060148239)
(1113.6999999999998, 29.48359787464142)
(1113.6999999999998, 45.20351216197014)
(1113.6999999999998, 81.9223391264677)
(1113.6999999999998, 44.14526470005512)
(1113.6999999999998, 59.619793742895126)
(1113.6999999999998, 28.673488050699234)
(1113.6999999999998, 54.43527191877365)
(1113.6999999999998, 64.16728377342224)
(1113.6999999999998, 5.220712423324585)
(1113.6999999999998, 0)
(1113.6999999999998, 0)
(1113.6999999999998, 0)
(1143.8, 0)
(1143.8, 0)
(1143.8, 0)
(1143.8, 30.810095071792603)
(1143.8, 18.732202649116516)
(1143.8, 66.12498253583908)
(1143.8, 40.40085330605507)
(1143.8, 58.89455705881119)
(1143.8, 81.64872452616692)
(1143.8, 33.82875859737396)
(1143.8, 50.52009120583534)
(1143.8, 49.92524206638336)
(1143.8, 49.4290155172348)
(1143.8, 12.258803844451904)
(1143.8, 0)
(1143.8, 0)
(1143.8, 0)
(1173.8999999999999, 0)
(1173.8999999999999, 0)
(1173.8999999999999, 3.8670694828033447)
(1173.8999999999999, 8.009605407714844)
(1173.8999999999999, 46.088905334472656)
(1173.8999999999999, 44.93077486753464)
(1173.8999999999999, 49.632039964199066)
(1173.8999999999999, 65.94890490174294)
(1173.8999999999999, 46.47841393947601)
(1173.8999999999999, 46.84610232710838)
(1173.8999999999999, 54.457131922245026)
(1173.8999999999999, 48.361045718193054)
(1173.8999999999999, 61.00346624851227)
(1173.8999999999999, 4.3160998821258545)
(1173.8999999999999, 0)
(1173.8999999999999, 0)
(1173.8999999999999, 0)
(1204.0, 0)
(1204.0, 0)
(1204.0, 0)
(1204.0, 17.531872987747192)
(1204.0, 5.921704173088074)
(1204.0, 44.64412808418274)
(1204.0, 66.57864600419998)
(1204.0, 69.13716316223145)
(1204.0, 73.45210924744606)
(1204.0, 40.68727746605873)
(1204.0, 32.10859626531601)
(1204.0, 53.25597703456879)
(1204.0, 43.497721552848816)
(1204.0, 17.770421504974365)
(1204.0, 0)
(1204.0, 0)
(1204.0, 0)
(1234.1, 0)
(1234.1, 0)
(1234.1, 5.705991983413696)
(1234.1, 10.442100763320923)
(1234.1, 30.592848658561707)
(1234.1, 60.999028980731964)
(1234.1, 48.50676029920578)
(1234.1, 76.95689678192139)
(1234.1, 62.25097596645355)
(1234.1, 32.089784145355225)
(1234.1, 41.70983970165253)
(1234.1, 59.89563703536987)
(1234.1, 34.57482039928436)
(1234.1, 0)
(1234.1, 0)
(1234.1, 0)
(1234.1, 0)
(1264.1999999999998, 0)
(1264.1999999999998, 0)
(1264.1999999999998, 11.688687801361084)
(1264.1999999999998, 30.617845058441162)
(1264.1999999999998, 0)
(1264.1999999999998, 30.190113186836243)
(1264.1999999999998, 54.52718585729599)
(1264.1999999999998, 44.739932119846344)
(1264.1999999999998, 37.529502511024475)
(1264.1999999999998, 44.81848508119583)
(1264.1999999999998, 51.40927076339722)
(1264.1999999999998, 50.6070077419281)
(1264.1999999999998, 50.77651798725128)
(1264.1999999999998, 25.937139987945557)
(1264.1999999999998, 0)
(1264.1999999999998, 0)
(1264.1999999999998, 0)
(1294.3, 0)
(1294.3, 0)
(1294.3, 25.02137303352356)
(1294.3, 12.71084189414978)
(1294.3, 5.753869414329529)
(1294.3, 61.11222982406616)
(1294.3, 31.928809583187103)
(1294.3, 26.585586369037628)
(1294.3, 42.29556620121002)
(1294.3, 22.283931076526642)
(1294.3, 49.56539690494537)
(1294.3, 41.59026861190796)
(1294.3, 24.214056730270386)
(1294.3, 12.614550590515137)
(1294.3, 0)
(1294.3, 0)
(1294.3, 0)
(1324.3999999999999, 0)
(1324.3999999999999, 0)
(1324.3999999999999, 8.528566360473633)
(1324.3999999999999, 5.6559062004089355)
(1324.3999999999999, 14.515889883041382)
(1324.3999999999999, 13.905948400497437)
(1324.3999999999999, 48.879892230033875)
(1324.3999999999999, 19.967374205589294)
(1324.3999999999999, 31.70160859823227)
(1324.3999999999999, 40.04233181476593)
(1324.3999999999999, 49.38255429267883)
(1324.3999999999999, 32.70146369934082)
(1324.3999999999999, 36.97815299034119)
(1324.3999999999999, 15.666815042495728)
(1324.3999999999999, 0)
(1324.3999999999999, 0)
(1324.3999999999999, 0)
(1354.5, 0)
(1354.5, 0)
(1354.5, 0)
(1354.5, 0)
(1354.5, 11.963160037994385)
(1354.5, 28.627660274505615)
(1354.5, 21.416398286819458)
(1354.5, 18.792187571525574)
(1354.5, 47.95280635356903)
(1354.5, 43.496612906455994)
(1354.5, 33.560855984687805)
(1354.5, 1.49688720703125)
(1354.5, 2.9624712467193604)
(1354.5, 0)
(1354.5, 0)
(1354.5, 0)
(1354.5, 0)
(1384.6, 0)
(1384.6, 0)
(1384.6, 0)
(1384.6, 0)
(1384.6, 0)
(1384.6, 22.56770968437195)
(1384.6, 25.99995195865631)
(1384.6, 44.617148637771606)
(1384.6, 24.610430002212524)
(1384.6, 42.3354971408844)
(1384.6, 41.26158535480499)
(1384.6, 10.094704627990723)
(1384.6, 1.715773344039917)
(1384.6, 0)
(1384.6, 0)
(1384.6, 0)
(1384.6, 0)
(1414.6999999999998, 0)
(1414.6999999999998, 0)
(1414.6999999999998, 0)
(1414.6999999999998, 0)
(1414.6999999999998, 17.40193247795105)
(1414.6999999999998, 25.259946584701538)
(1414.6999999999998, 43.613592982292175)
(1414.6999999999998, 27.83769428730011)
(1414.6999999999998, 38.55729103088379)
(1414.6999999999998, 52.35138773918152)
(1414.6999999999998, 41.830118894577026)
(1414.6999999999998, 15.55363655090332)
(1414.6999999999998, 0)
(1414.6999999999998, 0)
(1414.6999999999998, 0)
(1414.6999999999998, 0)
(1414.6999999999998, 0)
(1444.8, 0)
(1444.8, 0)
(1444.8, 0)
(1444.8, 0)
(1444.8, 5.189816951751709)
(1444.8, 5.936504602432251)
(1444.8, 14.386718273162842)
(1444.8, 29.11418080329895)
(1444.8, 26.666638255119324)
(1444.8, 37.21322536468506)
(1444.8, 29.241024255752563)
(1444.8, 35.393532514572144)
(1444.8, 5.102956295013428)
(1444.8, 0)
(1444.8, 0)
(1444.8, 0)
(1444.8, 0)
(1474.8999999999999, 0)
(1474.8999999999999, 0)
(1474.8999999999999, 0)
(1474.8999999999999, 0)
(1474.8999999999999, 15.379207134246826)
(1474.8999999999999, 12.490657567977905)
(1474.8999999999999, 0)
(1474.8999999999999, 41.31168723106384)
(1474.8999999999999, 13.691407442092896)
(1474.8999999999999, 38.742427825927734)
(1474.8999999999999, 26.674615144729614)
(1474.8999999999999, 31.829556226730347)
(1474.8999999999999, 0)
(1474.8999999999999, 0)
(1474.8999999999999, 0)
(1474.8999999999999, 0)
(1474.8999999999999, 0)
(1505.0, 0)
(1505.0, 0)
(1505.0, 0)
(1505.0, 0)
(1505.0, 11.032590866088867)
(1505.0, 12.652623653411865)
(1505.0, 3.464813232421875)
(1505.0, 13.99524450302124)
(1505.0, 40.60688495635986)
(1505.0, 13.132774829864502)
(1505.0, 37.803847789764404)
(1505.0, 32.195727825164795)
(1505.0, 0.5546092987060547)
(1505.0, 0)
(1505.0, 0)
(1505.0, 0)
(1505.0, 0)
(1535.1, 0)
(1535.1, 0)
(1535.1, 0)
(1535.1, 0)
(1535.1, 0)
(1535.1, 0)
(1535.1, 0)
(1535.1, 17.65807271003723)
(1535.1, 17.9928195476532)
(1535.1, 41.93840503692627)
(1535.1, 30.080995559692383)
(1535.1, 25.14766216278076)
(1535.1, 0)
(1535.1, 0)
(1535.1, 0)
(1535.1, 0)
(1535.1, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 1.0406506061553955)
(1565.1999999999998, 24.929587841033936)
(1565.1999999999998, 26.741902828216553)
(1565.1999999999998, 13.572392463684082)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1565.1999999999998, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 9.834094047546387)
(1595.3, 25.22268533706665)
(1595.3, 18.88892412185669)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1595.3, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 12.338855266571045)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1625.3999999999999, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1655.4999999999998, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1685.6, 0)
(1715.6999999999998, 0)
(1715.6999999999998, 0)
(1715.6999999999998, 0)
(1715.6999999999998, 0)
(1715.6999999999998, 0)
(1715.6999999999998, 0)
(1715.6999999999998, 0)
(1715.6999999999998, 0)
